"【药品名称】
通用名称：红霉素肠溶散剂
英文名称：Erythromycine Enteric Powder
汉语拼音：Hongmeisu Changrong Sanji",【成份】红霉素,【性状】白色或类白色粉末。,"【适应症】
主要用于链球菌引起的扁桃体炎、猩红热、白喉及带菌者、淋病、李司忒菌病、肺炎、链球菌引起的下呼吸道感染。为军团菌肺炎和支原体肺炎的首选药物。也用于流感杆菌引起的上呼吸道感染、金葡菌引起的皮肤及软组织感染、梅毒、肠道阿米巴病等。
本剂型尤适于婴幼儿及老年人服用。"
"【药品名称】
通用名称：红霉素过氧苯甲酰凝胶
英文名称：Erythromycinand Benzoyl Peroxide Topical Gel
汉语拼音：Hongmeisu Guoyangbenjiaxian Ningjiao",【成份】本品为复方制剂，其组分为：红霉素3%、过氧苯甲酰5%,【性状】本品为,"【适应症】
局部外用于治疗寻常痤疮。"
"【药品名称】
通用名称：红霉素片
英文名称：Erythromycin Tablets
汉语拼音：Hongmeisu Pian",【成份】本品主要成份为：红霉素,【性状】本品为肠溶衣片，除去包衣后显白色或类白色。,"【适应症】
1．本品作为青霉素过敏患者治疗下列感染的替代用药：溶血性链球菌、肺炎链球菌等所致的急性扁桃体炎、急性咽炎、鼻窦炎；溶血性链球菌所致的猩红热、蜂窝织炎；白喉及白喉带菌者；气性坏疽、炭疽、破伤风；放线菌病；梅毒；李斯特菌病等。2．军团菌病。3．肺炎支原体肺炎。4．肺炎衣原体肺炎。5．其他衣原体属、支原体属所致泌尿生殖系感染。6．沙眼衣原体结膜炎。7．淋球菌感染。8．厌氧菌所致口腔感染。9．空肠弯曲菌肠炎。10．百日咳。11．风湿热复发、感染性心内膜炎（风湿性心脏病、先天性心脏病、心脏瓣膜置换术后）、口腔、上呼吸道医疗操作时的预防用药（青霉素的替代用药）。"
"【药品名称】
通用名称：红霉素栓
汉语拼音：Hongmeisu Shuan",【成份】红霉素。,【性状】本品为白色弹头状栓剂。,"【适应症】
1.本品作为青霉素过敏患者下列感染的替代选用药：溶血性链球菌、肺炎链球菌等所致的急性扁桃体炎、急性咽炎、鼻窦炎；溶血性链球菌所致猩红热、蜂窝织炎；白喉及白喉带菌者；气性坏疽、炭疽、破伤风、放线菌病；梅毒；李斯特菌等。2.军团菌病。3.衣原体、支原体肺炎。4.衣原体、支原体所致泌尿生殖系感染。5.沙眼衣原体结膜炎。6.淋病奈瑟菌感染。7.厌氧菌所致口腔感染。8.空肠弯曲菌肠炎。9.百日咳等。"
"【药品名称】
通用名称：鲑鱼降钙素喷鼻剂
汉语拼音：GuiYuJiangGaiSuPenBei",【成份】无色液体。,,"【适应症】
1、骨质疏松症(1)早期和晚期的绝经后骨质疏松症(2)老年性骨质疏松症(3)继发性骨质疏松症，例如：皮质类固醇治疗或缺乏活动。为了防止骨质进行性丢失，应根据个体的需要适量地摄入钙和维生素D。2、伴有骨质溶解和／或骨质减少的骨痛[paget氏骨病(变形性骨炎)，特别是伴有下列情况的病人。](1)骨痛。(2)神经并发症。(3)骨周转增加，表现在血清碱性磷酸酶增高和尿羟脯氨酸排泌增加。(4)骨病变进行性蔓延。(5)不完全或反复骨折。3、由下列情况引起的高钙血症和高钙现象(1)继发性乳房癌、肺癌或肾癌、骨髓瘤和其它恶性疾病的肿瘤性骨溶解。(2)甲状旁腺机能亢进，缺乏活动或维生素D中毒。必须对高钙血症危象的紧急情况进行急诊治疗，并对慢性状态进行长期治疗，直至对基本疾病进行有效的特殊治疗。4、神经营养不良症或Sudeck氏病由各种病因和易患因素所致，诸如创伤后痛性骨质疏松症、交感神经反射不良症、肩一臂综合症、灼痛和药物引起的神经病变。5、急性胰腺炎"
"【药品名称】
通用名称：癸酸氟哌啶醇注射液
英文名称：Haloperidol Decanoate Injection",【成份】癸酸氟哌啶醇,【性状】本品为淡琥珀色稍带黏性的液体。,"【适应症】
急、慢性精神病的维持治疗。"
"【药品名称】
通用名称：鬼臼毒素酊剂
英文名称：Pudophyllotoxin Tincture
汉语拼音：Guijiudusu Dingji",【成份】鬼臼毒素,【性状】紫色澄清溶液，有乙醇气味。,"【适应症】
用于治疗男性或女性生殖器及肛门部位的尖锐湿疣。"
"【药品名称】
通用名称：桂利嗪胶囊
英文名称：Cinnarizine Capsulez
汉语拼音：Guiliqin Jiaonang",【成份】本品主要成份为：桂利嗪,【性状】本品为胶囊剂，内容物,"【适应症】
用于脑血栓形成、脑栓塞、脑动脉硬化、脑出血恢复期、蛛网膜下腔出血恢复期、脑外伤后遗症、内耳眩晕症、冠状动脉硬化及由于末梢循环不良引起的疾病的治疗。近年来有关文献报道，本品可用于慢性荨麻疹，老年性皮肤瘙痒等过敏性皮肤病。"
"【药品名称】
通用名称：桂美酸片
汉语拼音：Guimeisuan Pian",【成份】本品含桂美酸（C12H14O5）应为标示量的95.0%～105.0%。,【性状】本品为白色或类白色片。,"【适应症】
适用于慢性胆囊炎、胆石症患者、亦可作为胆道感染的辅助治疗。对高胆固醇血症有效。"
"【药品名称】
通用名称：果葡糖浆
英文名称：Fructose and Glucose Syrup",【成份】果糖、葡萄糖、麦芽糖及低聚糖等。,【性状】白色至淡黄色粘稠液体；具有果糖和葡萄糖的特有香气，味甜。,
"【药品名称】
通用名称：果糖二磷酸钙片
英文名称：Fructose Diphosphate Dicalcium Tablets",【成份】果糖二磷酸钙,【性状】本品为片剂。,"【适应症】
用于心肌缺血的辅助治疗。"
"【药品名称】
通用名称：果糖二磷酸钠口服溶液
商品名称：瑞安吉
英文名称：Fructose Sodium Diphosphate Oral Solution",【成份】本品主要成分为果糖二磷酸钠,【性状】本品为无色或微黄色澄明液体，味微甜，有桔子香味。,"【适应症】
心肌缺血辅助治疗。"
"【药品名称】
通用名称：果糖氯化钠注射液
汉语拼音：GanyouguotangLuhuanaZhusheye",【成份】本品为复方注射剂，每100ml中含有甘油10g、果糖5g、氯化钠0.9g。,【性状】本品为无色澄明液体；味微甜，微咸。,"【适应症】
用于脑血管病、脑外伤、脑肿瘤、颅内炎症及其他原因引起的急慢性颅内压增高，脑水肿等症。"
"【药品名称】
通用名称：果味维生素C片
英文名称：Vitamin C Buccal Tablets
汉语拼音：eishengshu C Kouhanpian",【成份】本品主要成分及其名称为：L-抗坏血酸，,【性状】本品为白色或淡黄色片。,"【适应症】
用于预防坏血病，也可用于各种急、慢性传染疾病及紫癜等的辅助治疗。"
"【药品名称】
通用名称：过氧苯甲酰凝胶
英文名称：Benzoyl Peroxide Gel",【成份】过氧苯甲酰,【性状】乳白色凝胶。,"【适应症】
用于寻常痤疮。"
"【药品名称】
通用名称：过氧化氢溶液
英文名称：Hydrogen Peroxide Sloution
汉语拼音：Guoyanghuaqing Rongye",【成份】本品主要成份为：过氧化氢,【性状】本品为无色澄明液体；无臭或有类似臭氧的臭气；遇氧化物或还原物即迅速分解并发生泡沫，遇光易变质。,"【适应症】
适用于化脓性外耳道炎和中耳炎、文森口腔炎、齿龈脓漏、扁桃体炎及清洁伤口。"
"【药品名称】
通用名称：合成天麻素胶囊
汉语拼音：Hecheng Tianmasu Jiaonang",【成份】天麻素。化学名称：4-羟基苯-β-D吡喃葡萄糖苷。,【性状】本品为胶囊剂，内装白色颗粒或粉末。,"【适应症】
用于神衰、神衰综合征及血管神经性头痛等症(如偏头痛、三叉神经痛、枕骨大神经痛等)。"
"【药品名称】
通用名称：合成鱼腥草素片
汉语拼音：Hechengyuxingcao Supian",【成份】合成鱼腥草素。,【性状】本品为糖衣片，除去糖衣后显白色。为白色结晶或结晶性粉末；微有鱼腥味。能溶于水，易溶于乙醇。,"【适应症】
本品对耐药金黄色葡萄球菌、流感杆菌、结核杆菌和部分真菌及病毒均有一定抑制作用。还可增强体内白细胞吞噬能力和增加血清备解素(一种非特异性免疫因素)浓度，从而提高机体非特异性免疫力。用于治疗急慢性支气管炎、肺结核、肺气肿、小儿肺炎及其他炎症感染。抗菌消炎药。用于上呼吸道感染，慢性支气管炎，肺炎，附件炎等。"
"【药品名称】
通用名称：红霉素肠溶胶囊
英文名称：Erythromycin Enteric-Coated Capsules
汉语拼音：Hongmeisu Changrong Jiaonang",【成份】红霉素,【性状】无色透明胶囊，内容物为白色或类白色球形肠溶微丸。,"【适应症】
主要用于金黄色葡萄球菌、肺炎链球菌、其他链球菌属等G+敏感菌引起的扁桃体炎、肺炎、猩红热、白喉及带菌者、淋病等感染；也可用于流感杆菌引起的上呼吸道感染（如耳、鼻、咽喉感染等）、金葡菌引起的皮肤及软组织感染、梅毒、肠道阿米巴病等。本品可作为军团病、支原体肺炎等的首选药物。"
"【药品名称】
通用名称：红霉素肠溶散
英文名称：Erythromycin Enteric Powders
汉语拼音：Hongmeisu Changrong San",【成份】本品主要成份为：红霉素,【性状】本品为白色或类白色粉末。,"【适应症】
1．本品作为青霉素过敏患者治疗下列感染的替代用药：溶血性链球菌、肺炎链球菌等所致的急性扁桃体炎、急性咽炎、鼻窦炎；溶血性链球菌所致猩红热、蜂窝织炎；白喉及白喉带菌者；气性坏疽、炭疽、破伤风；放线菌病；梅毒；李斯特菌病等。2．军团菌病。3．肺炎支原体肺炎。4．肺炎衣原体肺炎。5．衣原体属、支原体属所致泌尿生殖系感染。6．淋病奈瑟菌感染。7．厌氧菌所致口腔感染。8．空肠弯曲菌肠炎。9．百日咳。10．风湿热复发、感染性心内膜炎(风湿性心脏病、先天性心脏病、心脏瓣膜置换术后)及口腔、上呼吸道医疗操作时的预防用药(青霉素的替代用药)。"
"【药品名称】
通用名称：红霉素肠溶微丸胶囊
英文名称：Erythromycin Enteric-Pellets Capsules",【成份】本品主要成分为红霉素,【性状】本品为无色透明胶囊，内容物为白色或类白色球形肠溶微丸。,"【适应症】
本品主要用于金黄色葡萄球菌、肺炎链球菌、其他链球菌属等G+敏感菌引起的扁桃体炎、肺炎、猩红热、白喉及带菌者、淋病等感染；也可用于流感杆菌引起的上呼吸道感染（如耳、鼻、咽喉感染等）、金葡菌引起的皮肤及软组织感染、梅毒、肠道阿米巴病等。
本品可作为军团病、支原体肺炎等的首选药。"
"【药品名称】
通用名称：红霉素-过氧苯甲酰凝胶",【成份】本品为复方制剂，每克含红霉素30毫克、过氧苯甲酰50毫克。辅料为：,,"【适应症】
用于治疗寻常痤疮。"
"【药品名称】
通用名称：红霉素软膏",【成份】本品主要成份红霉素,【性状】本品为白色或淡黄色或黄色软膏。,"【适应症】
用于脓疱疮等化脓性皮肤并小面积烧伤、溃疡面的感染和寻常痤疮。"
"【药品名称】
通用名称：红霉素眼膏",,【性状】本品为白色或淡黄色或黄色软膏。,"【适应症】
用于沙眼、结膜炎、睑缘炎及眼外部感染。"
"【药品名称】
通用名称：红细胞保存液",【成份】本品为复方制剂，其组分为：枸橼酸钠（C6H5Na3O7·2H2O）、枸橼酸（C6H8O7·H2O）、葡萄糖（C6H12O6·H2O）混合制成的灭菌水溶液,【性状】本品为无色或几乎无色的澄明液体。,"【适应症】
适用于输血、储血的抗凝。"
"【药品名称】
通用名称：金戈 枸橼酸西地那非片
商品名称：金戈
英文名称：Sildenafil Citrate Tablets
汉语拼音：Jüyuansuan Xidinafei Pian",【成份】本品主要成份为：枸橼酸西地那非,【性状】本品为兰色菱形薄膜衣。,"【适应症】
适用于治疗阴茎勃起功能障碍（ED）"
"【药品名称】
通用名称：炔雌醇环丙孕酮片
商品名称：商品名
英文名称：Ethinylestradiol and Cyproterone Acetate Tablets
汉语拼音：Quecichun Huanbingyuntong Pian",【成份】成份,【性状】本品为浅黄色包衣片，除去包衣后显白色或类白色。,"【适应症】
炔雌醇环丙孕酮片可用于口服避孕。
炔雌醇环丙孕酮片也可用于治疗妇女雄激素依赖性疾病，例如痤疮，特别是明显的类型，和伴有皮脂溢，炎症或形成结节的痤疮（丘疹脓泡性痤疮、结节囊肿性痤疮）、妇女雄激素性脱发、轻型多毛症、以及多囊卵巢综合征患者的高雄性激素表现。"
"【药品名称】
通用名称：炔诺酮滴丸",【成份】本品每丸含主要成分炔诺酮3毫克。,【性状】本品为乳白色或淡黄色滴丸。,"【适应症】
用于女性探亲时短效避孕。"
"【药品名称】
通用名称：炔诺孕酮片
汉语拼音：QuenuoyuntongPian",,,"【适应症】
用于女性短期避孕。"
"【药品名称】
通用名称：炔孕酮片
英文名称：Ethisterone Tablets
汉语拼音：Queyuntong Pian",【成份】本品主要成份为：炔孕酮,【性状】本品为白色片。,"【适应症】
临床用于功能性子宫出血、月经异常、闭经、痛经等。"
"【药品名称】
通用名称：红细胞保存液(MAP)
汉语拼音：Hongxibao Baocunye (MAP)",,【性状】品为无色至几乎无色的澄明液体。,"【适应症】
保存红细胞。"
"【药品名称】
通用名称：咖啡酸片
英文名称：Caffeicacid Tablets
汉语拼音：Kafeisuan Pian",【成份】本品主要成份为：咖啡酸,【性状】本品为淡黄色片，味微酸。,"【适应症】
用于外科手术时预防出血或止血，以及内科、妇产科等出血性疾病的止血。也用于各种原因引起的白细胞减少症、血小板减少症。"
"【药品名称】
通用名称：炔雌醇片
英文名称：Ethinylestradiol Tablets
汉语拼音：Quecichun Pian",【成份】本品主要成份为：炔雌醇,【性状】本品为糖衣片。,"【适应症】
1.补充雌激素不足，治疗女性性腺功能不良、闭经、更年期综合症等；2.用于晚期乳腺癌（绝经期后妇女）、晚期前列腺癌的治疗；3.与孕激素类药合用，能抑制排卵，可作避孕药。"
"【药品名称】
通用名称：炔诺酮片
汉语拼音：Quenuotong Pian",【成份】炔诺酮。,【性状】本品为糖衣片。,"【适应症】
用于月经不调、子宫功能出血、子宫内膜异位症等；单方或与雌激素合用能抑制排卵，作避孕药。"
"【药品名称】
通用名称：炔诺孕酮炔雌醚片
英文名称：Norgestreland Quinestrol Tablets
汉语拼音：Quenuoyuntong Quecimi Pian",【成份】本品含炔诺孕酮和炔雌醚,【性状】本品为糖衣片或薄膜衣片。,"【适应症】
健康育龄妇女避免用，适用于愿持续服用避孕片者。"
"【药品名称】
通用名称：琥珀酰明胶注射液
英文名称：Succinylated Gelatin Injectim
汉语拼音：Huboxian Mingjiao Zhusheye","【成份】本品为4%琥珀酰明胶（改良液体明胶）的生理盐水静脉输注液。每1000ml中含琥珀酰明胶40g、氯化钠7.01g、氢氧化钠1.36g、注射用969g；电解制：Na+154mmol/L,Cl+120mmol/L,K+、Ca2+、Mg2+均小于0.4mmol/L","【性状】PH7.4±0.3，相对粘稠度（37oC，与0.9%NaCl相比）1.9，胶体渗透4.439kPa（33.3mmHg）,胶凝点0oC，渗透压274m0sm/L。","【适应症】
用于低血容量性休克、手术创伤、烧伤及感染的血容量补充，手术前后及手术间的稳定血液循环，体外循环（血液透析，人工心肺机）血液稀释，脊髓及硬膜外麻醉后的低血压的预防。"
"【药品名称】
通用名称：环孢素注射液
英文名称：Ciclosporin Injection
汉语拼音：Huanbaosu Zhusheye",【成份】环孢素。,【性状】本品为淡黄色至棕黄色的澄明油状液体。,"【适应症】
器官移植 (预防肾、肝、心脏，心肺联合，肺和胰腺移植的排斥反应。 (治疗既往接受其它免疫抑制剂治疗但出现排斥反应的患者。 由于存在过敏的风险（见预防节），只有在不能口服（如刚刚术后）或是胃肠吸收受损的情况下才进行静脉输注山地明。此类病人应尽可能快地转向口服新山地明的治疗。 骨髓移植 (预防移植物排斥反应。 (移植物抗宿主病（GVHD）的初期预防和治疗。"
"【药品名称】
通用名称：环磷腺苷注射液
汉语拼音：Huanlinxiangan Zhusheye",【成份】本品主要成份为：环磷腺苷,【性状】本品为无色的澄明液体。,"【适应症】
用于心绞痛、心肌梗死、心肌炎及心源性休克。对改善风湿性心脏病的心悸、气急、胸闷等症状有一定的作用。对急性白血病结合化疗可提高疗效，亦可用于急性白血病的诱导缓解。此外，对老年慢性支气管炎、各种肝炎和银屑病也有一定疗效。"
"【药品名称】
通用名称：β-胡萝卜素胶囊",,,
"【药品名称】
通用名称：哈西奈德溶液
英文名称：Halcinonide Solution
汉语拼音：Haxinaide Rongye",【成份】本品主要成份为：哈西奈德,【性状】本品为无色澄明微粘液体。,"【适应症】
接触性湿疹、异位性皮炎、神经性皮炎、面积不大的银屑病、硬化性萎缩性苔藓、扁平苔藓、盘状红斑性狼疮、脂溢性皮炎（非面部）肥厚性瘢痕。"
"【药品名称】
通用名称：哈西奈德软膏
英文名称：Halcinonide Ointment
汉语拼音：Haxinaide Ruangao",【成份】本品主要成份为：哈西奈德,【性状】乳化油膏型基质的乳白色软膏,"【适应症】
接触性湿疹、异位性皮炎、神经性皮炎、面积不大的银屑病、硬化性萎缩性苔藓、扁平苔藓、盘状红斑性狼疮、脂溢性皮炎（非面部）肥厚性瘢痕。"
"【药品名称】
通用名称：海苯酸替培啶片",,,
"【药品名称】
通用名称：海藻酸铝镁颗粒",【成份】本品为复方制剂，每袋含主要成份三硅酸镁0.05克、氢氧化铝0.2克、海藻酸1克。辅料为：,,"【适应症】
用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。"
"【药品名称】
通用名称：汉防己甲素片
汉语拼音：Hanfang Jijiasu Pian",【成份】汉防己甲素。,【性状】本品为糖衣片或薄膜衣片，除去包衣后显类白色或微黄色。,"【适应症】
用于风湿痛、关节痛、神经痛。与小剂量放射合并用于肺癌；亦用于单纯硅肺I、II、III期及各期煤硅肺。"
"【药品名称】
通用名称：蒿甲醚胶囊
英文名称：Artemether Capsules",【成份】蒿甲醚,"【性状】本品为胶囊剂,内容物为白色粉末。","【适应症】
适用于各型疟疾，但主要用于抗氯喹恶性疟的治疗和凶险型恶性疟的抢救。"
"【药品名称】
通用名称：蒿甲醚片
英文名称：Artemether Tablets",【成份】蒿甲醚,【性状】白色片。,"【适应症】
适用于各类疟疾的治疗，包括抗氯喹恶性疟的治疗，如恶性疟和间日疟。"
"【药品名称】
通用名称：核黄素磷酸钠片
英文名称：Riboflavin Sodium Phosphate Tablets
汉语拼音：Hehuangsu Linsuanna Pian",【成份】本品主要成份为：核黄素磷酸钠,【性状】本品为橙黄色片剂。,"【适应症】
用于口角炎，唇炎，舌炎眼结膜炎及阴囊炎等的防治。"
"【药品名称】
通用名称：核黄素四丁酸酯胶囊
汉语拼音：Hehuangsusidingsuanzhi Jiaonang",【成份】本品含核黄素四丁酸酯（C33H44N4O10）应为标示量的90.0%～110.0%。,【性状】本品为胶囊剂，内容物为橙黄色颗粒或粉末。,"【适应症】
用于防治血栓形成，动脉粥样硬化。也可用于维生素B2缺乏、口腔溃疡、阴囊炎、脂溢性皮炎。"
"【药品名称】
通用名称：核酪口服溶液
汉语拼音：Helao Koufurongye",【成份】本品由核酸水解液，酪蛋白水解物和多种氨基酸与欧氏液等制成的含糖溶液。,【性状】本品为黄色至浅棕色的液体，味香甜。,"【适应症】
本品能增强机体抗病能力。主要用于治疗慢性支气管炎，能使症状减轻，睡眠改善，少患感冒等。在发病季节前提早用药，效果更显著，对支气管哮喘也有一定疗效。"
"【药品名称】
通用名称：猴菇菌片",,,
"【药品名称】
通用名称：琥珀酸舒马普坦片
汉语拼音：Huposuan Shumaputan Pian",【成份】琥珀酸舒马普坦。,【性状】本品为薄膜衣片，除去薄膜衣后显类白色。,"【适应症】
用于成人有先或无先兆偏头痛的急性发作。"
"【药品名称】
通用名称：琥珀酸亚铁颗粒剂
商品名称：速力菲
英文名称：Ferrous Succinate Granules",【成份】本品的主要成分为琥珀酸亚铁,【性状】本品为浅棕色或淡褐色混悬颗粒。,"【适应症】
预防及治疗缺铁性贫血症。"
"【药品名称】
通用名称：琥乙红霉素分散片
英文名称：Erythromycin Ethylsuccinate Dispersible Tablets",【成份】本品主要成分为琥乙红霉素,【性状】本品为无味的白色片。,"【适应症】
1．本品作为青霉素过敏患者治疗下列感染的替代用药：溶血性链球菌、肺炎链球菌等所致的急性扁桃体炎、急性咽炎、鼻窦炎；溶血性链球菌所致猩红热、蜂窝织炎；白喉及白喉带菌者；气性坏疽、炭疽、破伤风；放线菌病；梅毒；李斯特菌病等。2．军团菌病。3．肺炎支原体肺炎。4．肺炎衣原体肺炎。5．衣原体属、支原体属所致泌尿生殖系感染。6．淋病奈瑟菌7．厌氧菌所致口腔感染。8．空肠弯曲菌肠炎。9．百日咳。10．风湿热复发、感染性心内膜炎(风湿性心脏病、先天性心脏病、心脏瓣膜置换术后)及口腔、上呼吸道医疗操作时的预防用药(青霉素的替代用药)。"
"【药品名称】
通用名称：琥乙红霉素咀嚼片
英文名称：Erythromycin Ethylsuccinate Chewable Tablets",【成份】本品主要成分为琥乙红霉素，其化学名为红霉素2’-琥珀酸乙酯。,,"【适应症】
1. 本品适用于治疗敏感菌引起的下列感染性疾病:
(1) 呼吸系统感染:包括由化脓链球菌、肺炎链球菌或流感嗜血杆菌所引起的轻、中度上、下呼吸道感染，由产单核细胞李斯特菌所引起的李斯特菌病，由百日咳杆菌引起的百日咳，由肺炎支原体引起的呼吸道感染，由白喉杆菌引起的白喉(起辅助抗毒素作用)，以及由嗜肺性军团杆菌引起的军团病。
(2) 皮肤和皮肤软组织感染:包括由化脓性链球菌、金黄色葡萄球菌所引起的轻、中度皮肤和皮肤软组织感染，由红癣菌引起的红癣等。
(3) 泌尿生殖系统感染:包括淋球菌引起的急性盆腔炎，由梅毒螺旋体引起的梅毒，由沙眼衣原体引起的孕期泌尿生殖器感染，由沙眼衣原体引起的成人无并发症的尿道、宫颈或直肠感染，由解脲脲原体引起的非淋菌性尿道炎等。
(4) 其他:由痢疾阿米巴引起的肠阿米巴病等。
2. 本品可用于预防下列疾病:
(1) 预防风湿热初发。
(2) 预防风湿热复发。
(3) 预防细菌性心内膜炎:对心脏瓣膜修复、先天性心脏病、手术后心肺分流、风湿性或其它获得性瓣膜功能障碍、特发性肥厚性主动脉瓣下狭窄、有细菌性心内膜炎病史或左房室瓣下垂和闭锁不全又对青霉素过敏的病人，在进行牙科和上呼吸道外科手术时，可口服红霉素预防细菌性心内膜炎。适用于治疗敏感菌引起的感染性疾病(详见说明书)。"
"【药品名称】
通用名称：琥乙红霉素口腔崩解片
汉语拼音：Huyi Hongmeisu Kouqiangbengjie Pian",,【性状】本品为白色片，在口腔内迅速崩解，无砂砾感。,"【适应症】
本品可作为青霉素过敏患者治疗下列感染的替代用药：溶血性链球菌、肺炎链球菌等所急性扁桃体炎、急性咽炎、鼻窦炎；溶血性链球菌所致猩红热、蜂窝织炎；白喉及白喉带菌者；气性坏疽炭疽、破伤风；放线菌病；梅毒；李斯特菌等。军团菌病。肺炎支原体肺炎。肺炎衣原体肺炎。衣原体属、支原体属所致泌尿生殖系感染。沙眼衣原体结膜炎。厌氧菌所致的口腔感染。空肠弯曲菌肠炎。百日咳。风湿热复发、感染性心内膜炎(风湿性心脏病、先天性心脏病、心脏瓣膜置换术后)及口腔上呼吸道医疗操作时的预防用药(青霉素的替代用药)。"
"【药品名称】
通用名称：黄体酮注射液
英文名称：Progesterone Injection
汉语拼音：Huangtitong Zhusheye",【成份】本品为黄体酮的灭菌油溶液。主要成分为：黄体酮,【性状】本品为无色或淡黄色的澄明油状液体。,"【适应症】
用于月经失调，如闭经和功能性子宫出血、黄体功能不足、先兆流产和习惯性流产（因黄体不足引起者）、经前期紧张综合症的治疗；"
"【药品名称】
通用名称：环丙沙星注射液
英文名称：Ciprofloxacin Injection
汉语拼音：Huanbingshaxing Zhusheye",【成份】本品主要成份为：环丙沙星,【性状】本品为无色或几乎无色的澄明液体。,"【适应症】
适用于敏感菌引起的1．泌尿生殖系统感染，包括单纯性、复杂性尿路感染、细菌性前列腺炎、淋病奈瑟菌尿道炎或宫颈炎（包括产酶株所致者）。2．呼吸道感染，包括敏感革兰阴性杆菌所致支气管感染急性发作及肺部感染。3．胃肠道感染，由志贺菌属、沙门菌属、产肠毒素大肠杆菌、亲水气单胞菌、副溶血弧菌等所致。4．伤寒。5．骨和关节感染6．皮肤软组织感染7．败血症等全身感染"
"【药品名称】
通用名称：环轮宁注射液
汉语拼音：Huanlunning Zhusheye",【成份】环轮宁。,【性状】本品为无色至淡黄色澄明液体。,"【适应症】
麻醉期间控制性降压药。如动脉导管未闭结扎术，脑膜瘤切除术的控制性降压，小儿麻醉期间控制性降压等。"
"【药品名称】
通用名称：哈拉宗片
英文名称：Halazon Tablets
汉语拼音：Halazong Pian",【成份】本品主要成份为：哈拉宗,【性状】本品为白色片；有似氯的特臭。,"【适应症】
消毒防腐药。用于饮水消毒。"
"【药品名称】
通用名称：哈西奈德乳膏
英文名称：Halcinonide Cream
汉语拼音：Haxinaide Rugao",【成份】本品主要成份为：哈西奈德,【性状】乳剂型基质的白色乳膏,"【适应症】
接触性湿疹、异位性皮炎、神经性皮炎、面积不大的银屑病、硬化性萎缩性苔藓、扁平苔藓、盘状红斑性狼疮、脂溢性皮炎（非面部）肥厚性瘢痕。"
"【药品名称】
通用名称：哈西缩松涂膜
汉语拼音：haxisuosongtumo",【成份】本品主要成份为：哈西缩松,,"【适应症】
临床应用证明对银屑病和湿疹法皮炎疗效突出，用于银屑病，具有疗程短、副作用少的特点。"
"【药品名称】
通用名称：海藻酸钙海绵
英文名称：Sponge calcium alginat",,【性状】类白色或微棕黄色片状纤维无纺布。,"【适应症】
本品用于小面积皮肤损伤和创面的止血。"
"【药品名称】
通用名称：含糖胃蛋白酶
英文名称：Saccharated Pepsin
汉语拼音：Hantang Weidanbaimei",【成份】本品系胃蛋白酶用乳糖、葡萄糖或蔗糖稀释制得。每1g中含蛋白酶活力不得少于120单位或1200单位,【性状】本品为白色或淡黄色的粉末；味甜，无霉败臭；有引湿性；水溶液呈酸性反应。,"【适应症】
助消化药。用于胃蛋白酶缺乏或病后消化机能减退引起的消化不良症。"
"【药品名称】
通用名称：汉防己甲素注射液
汉语拼音：Hanfangjijiasu Zhusheye",【成份】汉防己甲素。,【性状】本晶为无色的澄明液体。,"【适应症】
用于关节痛、神经痛；与小剂量放射合并用于肺癌，亦可用于单纯硅肺I期、II期、III期及各期煤硅肺。"
"【药品名称】
通用名称：蒿甲醚胶丸
英文名称：Artemether Soft Capsules",【成份】蒿甲醚。,【性状】本品为胶丸，内含黄色油状液体。,"【适应症】
适用于各型疟疾，但主要用于抗氯喹恶性疟治疗和凶险型恶性疟的急救。"
"【药品名称】
通用名称：蒿甲醚注射液
英文名称：Artemether Injection",【成份】蒿甲醚,【性状】无色或淡黄色的澄明油溶液。,"【适应症】
抗疟药。适用于各类疟疾，包括抗氯喹恶性疟的治疗和凶险型疟疾的急救。"
"【药品名称】
通用名称：核黄素磷酸钠注射液
英文名称：Riboflavin Sodium Phosphate Injection
汉语拼音：Hehuangsu Linsuanna Zhusheye",【成份】本品主要成份为：核黄素磷酸钠,【性状】本品为黄色或橙黄色的澄明液体，遇光易变质。,"【适应症】
用于口角炎、唇炎、舌炎、眼结膜炎及阴囊炎等疾病的治疗。"
"【药品名称】
通用名称：核黄素四丁酸酯片
汉语拼音：Hehuangsu Sidingsuanzhi Pian",【成份】核黄素四丁酸酯。,【性状】本品为糖衣片，除去糖衣后，显橙黄色。,"【适应症】
用于血栓形成，动脉粥样硬化的辅助治疗。也可用于维生素B2缺乏、口腔溃疡、阴囊炎、脂溢性皮炎。"
"【药品名称】
通用名称：核酪注射液
英文名称：Nucleotide　and　Casein　Injection
汉语拼音：Heluo Zhusheye",【成份】本品主要成分为核酪。,【性状】本品为无色澄明液体。,"【适应症】

支气管哮喘、慢性支气管炎等。对慢性肝炎、小儿水痘等也有效。"
"【药品名称】
通用名称：琥珀酸舒马普坦胶囊",,,
"【药品名称】
通用名称：琥珀酸亚铁缓释片
商品名称：速力菲
英文名称：Ferrous Succinate Sustained Release Tablets",【成份】本品主要成份：琥珀酸亚铁。,【性状】本品为黄色薄膜衣片，除去包衣后显暗黄色。,"【适应症】
本品用于预防及治疗缺铁性贫血，抗贫血药。"
